,ID,Regularly Dine at Casual Dining Restaurants,Have Dined at Other Mexican Restaurants In last 6 Months,"Gross Annual Income $15,000 or More",Favorite Mexican Restaurant,X1 -- Try New and Different Things,X2 -- Party Person,X3 -- People Come to Me,X4 -- Avoid Fried Foods,X5 -- Likes to Go Out Socially,X6 -- Friends Come to Me,X7 -- Self-Confident,"X8 -- Eat Balanced, Nutritious Meals",X9 -- Buy New Products,X10 -- Careful about What I Eat,X11 -- Try New Brands,X12 -- Friendly Employees,X13 -- Fun Place to Eat,X14 -- Large Size Portions,X15 -- Fresh Food,X16 -- Reasonable Prices,X17 -- Attractive Interior,X18 -- Excellent Food Taste,X19 -- Knowledgeable Employees,X20 -- Proper Food Temperature,X21 -- Speed of Service,X22 -- Satisfaction,X23 -- Likely to Return,X24 -- Likely to Recommend,X25 -- Frequency of Eating at  . . .  ??,X26 -- Price,X27 -- Food Quality,X28 -- Atmosphere,X29 -- Service,x30 -- Distance Driven,X31 -- Ad Recall,X32 -- Gender,X33 -- Number of Children at Home,X34 -- Age,X35 -- Income,X36 -- Innovator,X37 -- Health Conscious,X38 -- Opinion Leader,X39 -- Outgoing,X40 -- Service,X41 -- Food,X42 -- Value,X43 -- Atmosphere
148,392.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,3.0,5.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Occasionally,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,50 - 59,22000.0,Strongly Agree,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
149,393.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,5.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,6.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,170000.0,Strongly Agree,2.6666666666666665,5.666666666666667,5.0,5.333333333333333,6.666666666666667,4.5,5.0
150,397.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,6.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,85000.0,Strongly Agree,2.6666666666666665,6.0,5.5,5.333333333333333,6.666666666666667,4.0,5.0
151,400.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,4.0,6.0,5.0,5.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,Occasionally,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,30000.0,6.0,4.333333333333333,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
152,2.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,3.0,Strongly Agree,3.0,5.0,6.0,3.0,6.0,3.0,4.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,Least Important,3.0,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,25000.0,4.0,3.0,4.666666666666667,4.0,2.6666666666666665,6.333333333333333,3.0,5.0
153,3.0,1.0,1.0,1.0,Santa Fe Grill,2.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,Strongly Agree,6.0,Strongly Disagree,6.0,3.0,Strongly Disagree,4.0,6.0,5.0,6.0,4.0,4.0,Strongly Disagree,3.0,3.0,4.0,4.0,3.0,Very Infrequently,Least Important,2.0,3.0,Most Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,60000.0,2.0,5.333333333333333,Strongly Agree,4.0,1.6666666666666667,4.0,6.0,4.0
154,4.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,Strongly Agree,5.0,4.0,Strongly Agree,Strongly Agree,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,Strongly Agree,5.0,4.0,4.0,Occasionally,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,18000.0,Strongly Agree,4.666666666666667,Strongly Agree,4.5,4.666666666666667,5.0,6.0,5.0
155,5.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,3.0,3.0,Very Infrequently,3.0,2.0,Least Important,Most Important,1 -- 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,590000.0,3.6666666666666665,3.6666666666666665,5.0,4.0,2.6666666666666665,5.666666666666667,4.0,4.0
156,8.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,6.0,5.0,4.0,6.0,6.0,6.0,3.0,6.0,Strongly Agree,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,24000.0,5.666666666666667,5.666666666666667,6.0,4.0,4.666666666666667,4.0,5.0,4.0
157,11.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,60 and Over,15000.0,3.3333333333333335,4.333333333333333,5.0,4.5,2.3333333333333335,5.0,4.0,5.0
158,12.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,3.0,2.0,Least Important,Most Important,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,25000.0,6.0,5.333333333333333,4.333333333333333,5.0,4.333333333333333,4.0,3.0,4.0
159,13.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,6.0,Strongly Agree,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,Strongly Agree,6.0,5.0,4.0,Somewhat Infrequently,2.0,Most Important,Least Important,3.0,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,26 - 34,80000.0,4.666666666666667,5.666666666666667,3.0,4.0,4.333333333333333,4.0,2.0,3.0
160,14.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,Strongly Agree,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,Somewhat Frequently,Least Important,2.0,3.0,Most Important,1 -- 5 miles,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,120000.0,5.666666666666667,4.333333333333333,5.333333333333333,5.0,4.666666666666667,5.666666666666667,6.0,5.0
161,16.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,Strongly Agree,5.0,4.0,6.0,4.0,5.0,6.0,4.0,Strongly Agree,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,Strongly Agree,5.0,4.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,17000.0,6.666666666666667,4.666666666666667,5.666666666666667,4.0,5.666666666666667,5.0,5.5,5.0
162,17.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,5.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,85000.0,3.6666666666666665,5.0,6.0,4.0,3.3333333333333335,4.333333333333333,6.0,5.0
163,18.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,5.0,4.0,5.0,5.0,6.0,3.0,6.0,Strongly Agree,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,35000.0,5.666666666666667,5.666666666666667,5.333333333333333,4.5,4.666666666666667,4.0,4.5,5.0
164,19.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,Very Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,30000.0,3.6666666666666665,4.666666666666667,3.6666666666666665,3.0,2.6666666666666665,4.666666666666667,2.0,5.0
165,21.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,6.0,5.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,Occasionally,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,18000.0,4.0,5.333333333333333,5.333333333333333,3.5,3.0,4.0,5.0,4.5
166,22.0,1.0,1.0,1.0,Santa Fe Grill,4.0,3.0,3.0,5.0,3.0,3.0,5.0,6.0,2.0,6.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,Somewhat Infrequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,80000.0,3.3333333333333335,5.666666666666667,3.6666666666666665,3.0,3.0,3.6666666666666665,2.0,3.5
167,23.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,Strongly Agree,5.0,5.0,Strongly Agree,5.0,5.0,6.0,6.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,18 - 25,37000.0,6.666666666666667,5.333333333333333,6.333333333333333,5.0,5.666666666666667,4.333333333333333,6.0,6.0
168,24.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,Strongly Agree,5.0,4.0,6.0,6.0,Strongly Agree,3.0,Strongly Agree,3.0,2.0,5.0,6.0,4.0,5.0,5.0,3.0,Strongly Disagree,2.0,3.0,3.0,3.0,3.0,Somewhat Infrequently,Least Important,2.0,3.0,Most Important,1 -- 5 miles,Do Not Recall Ads,Female,More Than 2 Children at Home,35 - 49,18000.0,3.0,6.333333333333333,6.333333333333333,4.5,2.0,3.0,5.5,5.0
169,25.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,22000.0,3.3333333333333335,4.666666666666667,3.3333333333333335,4.0,3.0,4.666666666666667,2.0,5.0
170,29.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,3.0,6.0,5.0,3.0,5.0,5.0,6.0,Strongly Agree,5.0,Strongly Agree,4.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,Strongly Agree,6.0,5.0,5.0,Occasionally,Most Important,3.0,Least Important,2.0,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,50 - 59,25000.0,Strongly Agree,5.333333333333333,5.333333333333333,3.0,4.666666666666667,4.666666666666667,6.0,4.5
171,30.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,Strongly Disagree,5.0,3.0,5.0,4.0,4.0,Somewhat Frequently,2.0,Most Important,Least Important,3.0,Less than 1 mile,Recall Ads,Male,No Children at Home,50 - 59,15000.0,3.0,4.333333333333333,3.0,3.5,2.0,5.0,2.0,4.0
172,31.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,4.0,2.0,6.0,6.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,Strongly Agree,5.0,4.0,5.0,3.0,5.0,Strongly Agree,6.0,4.0,4.0,Very Frequently,Least Important,2.0,3.0,Most Important,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,110000.0,Strongly Agree,4.333333333333333,6.0,3.5,4.666666666666667,5.666666666666667,5.5,4.5
173,32.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,6.0,3.0,4.0,Strongly Agree,6.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,Strongly Agree,6.0,4.0,6.0,2.0,6.0,3.0,7 = Highly Satisfied,6.0,5.0,Very Frequently,Least Important,2.0,3.0,Most Important,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,135000.0,3.3333333333333335,3.3333333333333335,6.333333333333333,4.5,2.3333333333333335,6.333333333333333,6.0,4.5
174,35.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,Strongly Agree,3.0,4.0,Strongly Agree,6.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,6.0,5.0,6.0,Strongly Disagree,4.0,3.0,4.0,4.0,3.0,Somewhat Infrequently,Least Important,2.0,3.0,Most Important,More than 5 miles,Recall Ads,Female,No Children at Home,60 and Over,20000.0,3.0,4.0,6.666666666666667,4.5,2.0,5.333333333333333,6.0,5.0
175,36.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,Strongly Disagree,5.0,3.0,5.0,5.0,4.0,Occasionally,Least Important,2.0,3.0,Most Important,1 -- 5 miles,Do Not Recall Ads,Female,More Than 2 Children at Home,35 - 49,65000.0,3.0,3.6666666666666665,5.0,4.5,2.0,6.0,4.0,6.0
176,38.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,6.0,3.0,5.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,6.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,6.0,5.0,3.0,5.0,5.0,4.0,Somewhat Frequently,Least Important,2.0,3.0,Most Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,80000.0,4.0,3.0,6.0,5.0,3.6666666666666665,6.333333333333333,5.0,4.5
177,40.0,1.0,1.0,1.0,Santa Fe Grill,3.0,3.0,Strongly Agree,3.0,3.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,6.0,Strongly Agree,5.0,6.0,6.0,Strongly Disagree,Strongly Agree,3.0,6.0,5.0,3.0,Somewhat Infrequently,Least Important,2.0,3.0,Most Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,35 - 49,19000.0,3.0,3.0,6.0,3.0,2.0,6.666666666666667,5.5,5.0
178,45.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,Strongly Disagree,4.0,3.0,4.0,4.0,4.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,18000.0,3.0,5.0,4.0,4.0,2.0,4.666666666666667,3.0,5.0
179,46.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,5.0,5.0,5.0,Strongly Agree,5.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,Strongly Agree,5.0,5.0,4.0,Occasionally,Most Important,3.0,Least Important,2.0,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,105000.0,Strongly Agree,4.666666666666667,5.666666666666667,5.0,4.666666666666667,5.0,6.0,6.0
180,47.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,Very Infrequently,2.0,Most Important,Least Important,3.0,Less than 1 mile,Do Not Recall Ads,Male,No Children at Home,50 - 59,35000.0,3.6666666666666665,4.666666666666667,5.0,4.0,2.6666666666666665,5.0,4.0,4.5
181,50.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,Strongly Agree,5.0,Strongly Agree,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,23000.0,6.0,5.666666666666667,6.0,4.0,4.333333333333333,4.0,5.0,5.0
182,51.0,1.0,1.0,1.0,Santa Fe Grill,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,50 - 59,40000.0,4.0,4.666666666666667,5.0,5.0,2.6666666666666665,5.0,4.0,5.0
183,52.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,Strongly Agree,4.0,5.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Do Not Recall Ads,Female,No Children at Home,50 - 59,16000.0,6.0,5.666666666666667,4.333333333333333,5.0,4.333333333333333,4.0,3.0,5.5
184,53.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,6.0,3.0,5.0,Strongly Agree,6.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,5.0,6.0,5.0,4.0,6.0,5.0,5.0,Somewhat Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,100000.0,5.666666666666667,4.0,6.333333333333333,5.0,4.666666666666667,5.666666666666667,6.0,6.0
185,54.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,6.0,4.0,5.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,3.0,Most Important,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,26000.0,Strongly Agree,6.0,5.0,4.0,4.666666666666667,4.0,4.5,5.0
186,56.0,1.0,1.0,1.0,Santa Fe Grill,4.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,Occasionally,Most Important,3.0,Least Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,18000.0,4.0,5.666666666666667,5.333333333333333,4.0,3.0,4.0,5.0,5.0
187,57.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,5.0,5.0,5.0,5.0,Strongly Agree,5.0,5.0,Strongly Agree,6.0,Strongly Agree,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,Strongly Agree,5.0,5.0,4.0,Very Frequently,2.0,Most Important,Least Important,3.0,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,18 - 25,48000.0,Strongly Agree,5.333333333333333,5.666666666666667,5.0,4.666666666666667,4.666666666666667,6.0,6.0
188,58.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,Strongly Agree,6.0,4.0,6.0,6.0,Strongly Agree,3.0,Strongly Agree,3.0,2.0,5.0,6.0,4.0,5.0,4.0,3.0,Strongly Disagree,2.0,3.0,3.0,2.0,2.0,Very Infrequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,19000.0,3.0,6.666666666666667,6.333333333333333,4.0,2.0,3.0,5.5,4.5
189,61.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,2.0,5.0,3.0,2.0,6.0,5.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,Strongly Agree,5.0,6.0,5.0,3.0,5.0,Strongly Agree,6.0,5.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,160000.0,Strongly Agree,4.0,5.333333333333333,2.0,4.666666666666667,5.666666666666667,5.5,5.5
190,62.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,Strongly Agree,6.0,6.0,6.0,2.0,6.0,3.0,6.0,5.0,5.0,Very Frequently,Least Important,3.0,Most Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,115000.0,3.3333333333333335,3.3333333333333335,5.0,4.0,2.3333333333333335,6.333333333333333,6.0,5.5
191,65.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,Strongly Agree,3.0,3.0,2.0,5.0,3.0,Strongly Agree,3.0,5.0,Strongly Agree,3.0,6.0,3.0,4.0,4.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,18 - 25,19000.0,4.333333333333333,3.0,4.0,4.0,2.6666666666666665,6.666666666666667,3.0,5.0
192,66.0,1.0,1.0,1.0,Santa Fe Grill,2.0,3.0,6.0,5.0,4.0,6.0,5.0,6.0,3.0,6.0,3.0,Strongly Disagree,4.0,6.0,5.0,6.0,4.0,4.0,Strongly Disagree,3.0,Strongly Disagree,6.0,5.0,5.0,Very Infrequently,Least Important,3.0,Most Important,2.0,Less than 1 mile,Do Not Recall Ads,Male,No Children at Home,50 - 59,80000.0,2.6666666666666665,5.666666666666667,5.666666666666667,3.5,Strongly Disagree,4.0,6.0,4.0
193,67.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,Strongly Agree,4.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,Strongly Agree,5.0,4.0,4.0,Occasionally,Most Important,2.0,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,21000.0,Strongly Agree,4.666666666666667,6.0,4.0,4.666666666666667,5.0,6.0,5.0
194,68.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,2.0,5.0,4.0,3.0,3.0,3.0,Very Infrequently,Least Important,3.0,Most Important,2.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,25000.0,3.6666666666666665,4.0,4.333333333333333,4.0,2.6666666666666665,5.666666666666667,4.0,4.0
195,71.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,5.0,6.0,4.0,6.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Somewhat Infrequently,Least Important,Most Important,2.0,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,27000.0,Strongly Agree,6.0,5.333333333333333,4.0,4.666666666666667,4.0,5.0,4.0
196,74.0,1.0,1.0,1.0,Santa Fe Grill,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,Somewhat Infrequently,Least Important,Most Important,2.0,3.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,50 - 59,21000.0,3.3333333333333335,4.666666666666667,4.666666666666667,4.5,2.0,5.0,4.0,5.0
197,75.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,3.0,4.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,Least Important,Most Important,2.0,3.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,50 - 59,17000.0,6.0,5.666666666666667,3.6666666666666665,4.0,4.333333333333333,4.0,3.0,4.0
198,76.0,1.0,1.0,1.0,Santa Fe Grill,4.0,2.0,3.0,6.0,4.0,3.0,5.0,6.0,Strongly Agree,6.0,Strongly Agree,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,Strongly Agree,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,No Children at Home,26 - 34,85000.0,6.0,6.0,3.6666666666666665,3.0,4.333333333333333,4.0,2.0,3.0
199,77.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,4.0,3.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,6.0,Strongly Agree,6.0,5.0,5.0,6.0,5.0,4.0,7 = Highly Satisfied,6.0,5.0,Somewhat Frequently,Least Important,2.0,3.0,Most Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,180000.0,5.666666666666667,4.0,4.333333333333333,4.5,4.666666666666667,5.666666666666667,6.0,5.0
200,79.0,1.0,1.0,1.0,Santa Fe Grill,Strongly Agree,4.0,4.0,5.0,4.0,6.0,4.0,5.0,6.0,4.0,Strongly Agree,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,Strongly Agree,5.0,4.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,Less than 1 mile,Do Not Recall Ads,Male,More Than 2 Children at Home,35 - 49,23000.0,6.666666666666667,4.666666666666667,4.666666666666667,4.0,5.666666666666667,5.0,5.5,5.0
