uid,company_v,poverq,soverq,pq,satis,repur,recomm,Q19,VN_1009_Q20A,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,VN_1009_TP20,VN_1009_TP21,VN_1009_TP21_6specify,VN_1009_TP24_1,VN_1009_TP24_2,VN_1009_TP22,VN_1009_TP23,Q9C_P,Q9D,VN_1009_TP25A,age,race,work,pincome,income,educat,childsupp,marital,gender,house,DOI
4512,FAVE,9,7,9,8,6,6,0,8,9,9,7,8,8,9,6,7,6,8,7,8,7,6,7,8,7,7,7,2,1, ,1,1,7,8,6,75,2,33,5,1,2,4,7,1,2,2,2,4/21/2018
4515,AMAZON,6,8,7,8,9,8,0,7,9,8,9,7,9,9,7,6,97,9,9,8,7,7,7,7,8,9,8,1,1, ,1,1,9,8,7,30,2,31,5,1,3,6,8,99,1,2,3,3/31/2018
4521,FAVE,7,7,7,7,8,7,0,8,9,8,9,7,8,8,7,9,97,8,8,8,7,8,97,7,8,8,97,2,2, ,1,2,8, ,1,380,1,33,1,1,4,6,8,99,1,1,3,3/31/2018
4522,FAVE,5,4,4,3,5,5,0,4,7,7,6,7,6,7,5,5,4,7,7,6,97,97,97,97,8,4,2,2,1, ,1,1,7,8,1,150,3,32,3,1,2,4,6,99,1,1,3,3/31/2018
4528,EBAY,8,6,7,7,6,7,0,7,8,7,7,6,7,8,10,9,6,7,6,6,6,6,8,8,8,6,7,1,1, ,1,1,8,7,1,50,3,27,1,1,4,6,8,99,1,1,3,03/10/2018
4530,EBAY,9,9,8,7,6,6,0,7,9,8,8,8,8,9,9,8,7,8,7,8,8,7,8,9,9,7,6,1,1, ,1,1,7,8,1,320,3,49,2,1,3,7,4,4,2,1,3,03/10/2018
4532,AMAZON,8,9,7,9,7,8,0,9,10,10,9,10,8,9,10,10,9,8,10,9,7,7,97,7,9,7,9,1,1, ,1,2,8, ,3,110,3,34,1,1,4,6,8,3,2,2,3,03/10/2018
4539,AMAZON,6,7,7,7,7,7,0,7,7,8,6,7,7,9,9,8,7,10,9,10,9,7,8,9,8,8,97,1,1, ,1,2,9, ,3,150,3,44,1,1,3,3,4,5,2,1,4,03/11/2018
4547,AMAZON,8,8,7,7,7,8,0,7,9,7,7,8,7,7,9,6,7,6,6,8,7,7,97,7,8,6,97,2,1, ,1,2,9, ,1,200,2,49,2,1,4,6,8,3,2,2,3,2/26/2018
4549,EBAY,8,8,7,7,7,7,0,8,8,6,6,7,7,9,9,6,8,8,7,7,6,8,7,8,8,7,8,2,1, ,1,1,9,8,3,50,3,35,1,1,2,4,6,2,2,1,3,2/26/2018
4551,CAROUSELL,7,7,8,7,8,8,0,7,9,8,9,7,8,6,7,6,7,10,9,10,8,7,8,7,9,8,7,3,5, ,1,1,6,7,1,50,3,41,1,1,5,5,9,3,2,1,3,2/26/2018
4562,HONESTBEE,8,7,6,7,8,8,0,7,6,7,8,8,10,8,8,9,9,7,8,6,6,7,7,7,6,9,97,2,1, ,1,1,6,9,3,350,3,44,3,1,2,5,6,4,2,2,3,2/28/2018
4567,CAROUSELL,6,6,7,6,7,7,0,7,7,7,8,8,8,6,7,6,8,8,6,8,6,8,8,8,8,6,7,2,5, ,1,1,6,8,1,70,3,27,2,3, ,3,7,3,2,2,3,2/28/2018
4569,CAROUSELL,7,9,9,7,7,7,0,8,8,9,9,8,7,8,8,7,6,7,8,6,7,8,9,8,6,6,6,2,6,Bank Transfer,1,1,7,8,1,30,3,23,1,5, ,4,5,99,1,1,3,03/01/2018
4577,AMAZON,7,7,8,7,7,7,0,7,10,9,9,10,7,8,8,7,7,7,7,9,8,7,7,9,8,8,7,2,1, ,2,1, ,8,6,50,3,35,3,3, ,4,6,2,2,2,4,03/01/2018
4581,TAOBAO/TMALL,9,8,7,7,8,7,0,8,8,9,9,9,8,7,8,7,7,8,8,7,9,7,8,8,8,7,8,3,1, ,1,1,9,7,1,200,2,23,1,1,2,97,7,99,1,2,3,03/03/2018
4588,ZALORA,9,8,10,9,8,7,0,8,8,9,9,9,8,10,10,9,8,9,9,8,8,8,10,9,8,10,97,1,5, ,1,1,8,7,2,100,1,29,1,1,3,5,7,99,1,1,2,4/20/2018
4589,CAROUSELL,3,2,2,3,2,4,0,3,6,8,3,2,8,7,6,2,3,5,6,6,6,8,97,7,7,6,97,1,6,Fund Transfer,1,1,7,5,1,150,3,31,1,1,2,4,7,99,1,1,2,4/20/2018
4594,EBAY,7,8,7,8,8,6,0,8,9,9,8,7,8,9,7,8,7,9,8,8,7,6,7,8,8,7,97,1,2, ,1,2,8, ,2,300,3,32,1,1,3,5,7,99,1,1,2,4/20/2018
4595,QOO10,7,9,7,7,7,7,0,7,7,8,7,9,7,8,6,6,7,7,7,9,7,7,8,8,9,8,97,2,2, ,2,1, ,6,1,75,2,34,1,1,2,4,4,2,2,1,2,4/20/2018
4596,ZALORA,7,7,6,6,6,6,0,6,8,8,8,8,7,6,8,6,6,8,7,7,8,6,6,8,8,6,97,2,1, ,1,1,8,7,6,50,3,31,1,1,2,4,7,1,2,2,2,4/20/2018
4609,ZALORA,7,6,8,8,9,8,0,8,8,7,7,8,9,7,8,7,7,7,6,8,7,7,7,7,7,97,8,2,1, ,1,2,7, ,2,150,3,44,1,1,4,5,8,3,2,1,3,4/16/2018
4610,ZALORA,9,9,10,9,9,8,1,10,10,9,8,10,8,9,9,10,9,9,9,8,9,9,97,9,8,10,9,2,5, ,1,2,8, ,4,120,3,28,1,1,1,7,7,99,1,1,3,4/16/2018
4615,AMAZON,6,7,6,6,6,6,0,7,8,7,8,6,6,8,6,6,6,6,7,8,6,6,7,7,8,7,7,2,1, ,2,2, , ,6,20,2,33,1,1,2,4,7,1,2,2,3,4/17/2018
4619,CAROUSELL,3,4,5,4,3,5,0,5,7,7,3,5,6,6,5,5,7,6,7,7,7,6,97,6,6,7,3,1,2, ,1,1,6,6,1,800,2,28,1,1,4,97,8,99,1,1,3,4/17/2018
4624,FAVE,5,3,2,3,4,3,0,4,6,7,6,6,7,7,6,6,5,5,6,6,4,3,3,3,6,8,97,2,2, ,1,2,7, ,1,210,2,37,3,1,4,7,7,2,2,1,3,2/26/2018
4626,AMAZON,2,5,4,4,4,4,0,3,4,3,6,6,8,7,4,4,6,7,7,6,5,6,6,7,6,97,6,1,6,Debit Card,1,2,6, ,1,45,3,29,5,2,1,5,7,2,2,1,3,2/26/2018
4636,FAVE,10,10,10,10,9,7,1,10,10,10,9,8,10,10,9,7,9,8,7,7,8,9,9,10,10,9,7,1,2, ,1,2,10, ,9,25,3,22,1,5, ,4,5,99,1,2,4,2/27/2018
4642,QOO10,7,6,7,7,6,6,0,7,9,8,8,8,8,6,6,7,6,9,7,9,7,6,6,9,9,6,7,2,1, ,1,2,8, ,3,100,2,22,3,5, ,97,6,99,1,2,4,2/28/2018
4646,LAZADA,6,8,7,7,8,7,0,8,7,7,8,6,8,10,7,9,8,7,6,6,8,8,97,10,8,7,7,1,1, ,1,2,9, ,1,80,3,46,1,1,5,5,8,2,2,1,3,03/01/2018
4648,FAVE,9,7,8,8,8,8,1,8,7,8,8,9,9,8,8,7,8,7,8,9,7,7,9,7,7,7,8,1,1, ,1,1,9,9,1,100,1,37,1,1,5,7,8,3,2,1,3,03/01/2018
4649,EBAY,8,8,7,7,6,8,0,7,8,7,9,7,8,8,10,9,7,7,8,8,7,8,6,8,10,6,7,1,1, ,1,1,9,8,6,50,2,32,2,3, ,3,6,3,2,2,3,03/01/2018
4655,TAOBAO/TMALL,7,7,8,8,7,8,0,8,10,8,9,9,9,9,8,7,8,8,7,8,6,8,9,9,8,10,9,1,3, ,1,2,7, ,1,70,1,36,1,1,6,8,8,3,2,1,3,03/03/2018
4662,QOO10,9,8,8,8,6,7,0,7,7,6,7,7,8,6,9,9,8,8,6,8,7,6,7,8,8,7,6,2,6,Fund Transfer,1,1,6,9,1,200,2,48,1,1,5,7,7,4,2,1,4,4/19/2018
4670,EBAY,7,8,9,8,9,9,0,8,6,8,7,7,8,8,7,9,97,6,7,8,7,9,97,9,9,8,7,1,1, ,1,2,8, ,1,350,2,29,3,1,2,7,8,99,1,1,4,4/19/2018
4672,TAOBAO/TMALL,5,5,5,5,5,3,0,4,4,3,7,5,7,6,6,7,6,7,6,5,6,6,5,5,5,4,97,2,1, ,1,1,5,6,1,650,3,45,1,3, ,3,4,5,2,2,4,4/16/2018
4682,ZALORA,7,8,7,7,7,8,0,7,9,9,8,9,7,7,8,8,7,9,8,9,8,7,7,7,8,8,7,1,1, ,1,2,7, ,3,100,3,32,1,1,2,7,6,1,2,1,3,4/17/2018
4684,AMAZON,6,8,8,8,8,8,0,8,8,8,6,8,6,7,6,9,8,7,7,9,8,8,8,8,6,9,7,2,6,Amazon Pay,1,2,6, ,5,100,2,24,2,2,1,4,7,99,1,1,3,4/17/2018
4685,TAOBAO/TMALL,8,7,7,9,9,10,0,8,8,7,9,9,7,9,10,8,8,7,9,9,7,9,9,7,8,8,8,1,6,Debit Card,1,1,7,9,2,50,3,37,1,1,4,6,7,99,1,1,3,4/17/2018
4686,DRESSABELLE,6,6,6,7,8,8,1,7,7,7,7,8,8,9,9,10,9,8,7,9,7,8,10,7,8,9,8,2,1, ,1,2,8, ,3,190,2,48,1,3, ,5,4,3,2,2,3,4/17/2018
4689,ZALORA,6,9,8,8,8,7,0,8,8,7,6,8,7,7,8,8,6,8,8,7,7,9,97,10,10,9,97,2,1, ,1,2,8, ,1,240,2,28,2,1,3,8,8,99,1,1,3,4/17/2018
4690,TAOBAO/TMALL,9,10,9,10,10,8,1,9,9,10,8,9,10,10,7,7,8,10,10,10,7,8,7,7,10,7,97,1,3, ,1,1,7,8,1,90,1,19,1,5, ,97,4,99,1,1,3,04/10/2018
4693,TAOBAO/TMALL,8,8,7,9,8,8,0,10,8,9,8,9,9,10,8,10,8,9,9,9,8,9,97,8,9,9,97,3,3, ,1,2,7, ,3,60,3,40,1,1,7,8,9,3,2,1,3,04/10/2018
4694,EBAY,8,6,6,6,6,6,0,6,7,6,8,6,8,7,7,6,6,7,7,6,8,6,97,7,7,6,97,1,1, ,1,1,7,7,1,550,2,39,1,3, ,97,7,3,2,2,3,04/10/2018
4698,QOO10,6,7,8,7,7,7,0,7,10,9,10,8,7,10,9,7,7,7,9,7,9,7,97,8,10,8,8,2,1, ,1,1,7,9,2,100,1,33,1,1,4,6,7,1,2,1,3,04/11/2018
4701,AMAZON,9,7,8,9,10,10,1,10,8,9,7,8,7,10,9,8,10,7,8,9,10,8,10,9,8,10,9,2,6,Amazon Pay,1,1,8,9,1,350,1,44,1,1,2,4,7,3,2,1,3,04/11/2018
4704,NET-A-PORTER,7,8,7,9,9,9,1,9,10,8,8,9,8,8,10,9,9,9,9,10,9,9,10,10,9,9,9,2,1, ,1,1,10,10,1,100,1,32,1,1,6,7,8,99,1,1,3,04/11/2018
4705,EBAY,6,7,8,7,7,6,0,7,6,8,6,7,7,7,6,8,10,8,8,9,7,7,7,10,9,7,7,2,2, ,1,1,8,7,1,100,3,32,5,1,4,6,8,99,1,1,3,04/12/2018
4707,TAOBAO/TMALL,10,8,8,8,7,8,0,8,10,8,9,9,7,8,9,8,97,10,8,10,8,7,8,9,10,7,97,2,6,Debit Card,2,2, , ,6,100,2,45,1,1,6,6,7,2,2,1,3,04/12/2018
4708,ZALORA,8,9,9,8,7,8,0,8,8,8,8,8,8,10,9,8,97,7,8,8,7,8,97,9,10,7,97,1,2, ,1,2,6, ,2,100,1,31,2,1,4,8,8,99,1,2,3,04/12/2018
4709,TAOBAO/TMALL,6,7,8,6,7,7,0,6,8,8,6,8,7,7,8,8,8,6,6,6,6,6,8,8,7,7,7,2,1, ,1,2,8, ,1,550,2,45,1,1,4,5,8,4,2,1,3,04/12/2018
4710,TAOBAO/TMALL,7,9,8,8,8,7,1,8,8,8,7,7,7,9,7,8,9,8,7,7,7,9,9,8,7,9,97,3,3, ,1,1,7,10,6,75,3,35,1,1,4,97,7,99,1,1,3,04/12/2018
4714,LAZADA,8,9,9,8,8,7,0,9,8,6,7,7,8,8,6,9,8,7,9,8,9,10,10,9,8,9,10,1,5, ,1,2,9, ,3,160,2,52,1,1,5,6,7,4,2,1,3,04/12/2018
4716,ZALORA,7,7,8,8,7,8,0,8,8,7,9,7,8,10,7,9,9,9,9,10,8,8,9,7,8,7,9,1,1, ,1,1,7,8,2,80,2,33,1,1,4,6,7,3,2,2,3,4/13/2018
4718,ASOS,3,5,5,3,5,4,0,3,7,7,6,7,6,6,7,7,6,6,7,5,2,2,4,2,5,3,3,2,2, ,1,2,6, ,2,100,3,37,1,3, ,4,9,3,2,2,3,4/13/2018
4719,FAVE,7,8,8,8,7,7,0,8,7,8,6,8,8,7,9,9,8,8,8,7,6,8,8,7,7,8,6,3,2, ,1,1,8,9,6,35,3,31,1,6, ,97,8,99,1,1,2,4/13/2018
4721,FAVE,9,8,7,8,7,8,0,8,8,7,6,7,9,10,8,10,7,8,7,8,8,97,97,8,8,8,8,1,1, ,1,1,8,10,1,30,1,24,1,1,2,6,8,99,1,1,2,4/13/2018
4723,REEBONZ,6,6,6,7,7,8,1,7,8,6,7,7,9,7,7,8,6,6,8,7,6,8,7,8,7,8,9,2,2, ,1,1,8,7,1,650,1,33,3,2,2,5,8,3,2,2,2,4/14/2018
4724,ALIEXPRESS,8,7,9,8,7,8,1,9,7,8,7,6,8,8,7,9,9,8,8,8,9,8,97,9,7,6,97,1,6,Alipay,1,2,8, ,3,140,3,34,2,1,3,4,8,3,2,1,2,4/14/2018
4725,CAROUSELL,8,7,8,8,9,8,1,8,8,9,10,9,8,8,9,10,9,9,8,9,8,9,9,9,9,8,97,1,2, ,1,1,8,8,1,250,3,32,1,1,3,5,7,99,1,2,2,4/14/2018
4727,FAVE,3,5,5,5,4,5,0,5,5,5,7,8,8,7,7,6,3,7,6,7,8,3,4,6,8,7,4,2,1, ,2,2, , ,1,250,1,27,1,1,2,4,5,99,1,1,2,4/14/2018
4730,QOO10,10,10,10,9,9,7,0,9,8,8,8,9,9,9,9,9,9,7,9,10,8,9,8,10,10,7,7,2,1, ,2,1, ,9,2,80,2,29,2,1,2,7,7,99,1,1,2,4/14/2018
4743,ZALORA,7,9,9,8,7,7,1,8,7,8,7,7,8,8,7,8,8,8,7,8,8,8,8,7,7,7,7,2,1, ,1,1,8,6,2,120,1,27,1,3, ,4,7,2,2,2,2,4/17/2018
4753,TAOBAO/TMALL,6,7,8,8,8,7,0,9,7,6,6,8,8,8,7,9,8,7,6,7,6,6,6,9,9,9,97,3,1, ,1,1,8,10,3,120,2,35,1,1,4,8,7,3,2,1,4,04/03/2018
4757,CAROUSELL,6,8,8,6,7,6,0,6,8,6,8,7,8,7,8,6,6,7,8,6,6,8,6,6,8,6,7,2,5, ,1,1,8,8,1,30,2,34,1,1,3,6,8,3,2,1,2,04/03/2018
4759,FAVE,7,7,9,8,6,6,0,8,9,7,9,7,7,9,9,7,8,7,8,8,7,8,6,8,10,8,7,1,6,Alipay,1,2,9, ,4,35,2,43,1,2,1,2,6,2,2,2,2,04/03/2018
4761,FAVE,7,7,9,7,8,9,1,8,8,6,8,7,6,7,8,8,8,7,7,8,6,97,7,7,7,8,7,2,1, ,1,2,8, ,6,50,3,32,2,1,3,4,7,99,1,1,2,04/03/2018
4763,ALIEXPRESS,7,9,9,8,8,8,0,9,7,9,7,8,9,10,10,7,8,8,8,8,6,7,9,6,8,6,8,3,6,Fund Transfer,1,2,8, ,1,150,2,33,1,1,98,98,7,99,1,1,2,04/04/2018
4765,ZALORA,7,9,8,8,8,9,1,7,7,8,7,9,7,9,8,7,97,7,6,7,8,9,8,9,7,7,7,2,1, ,1,2,6, ,4,65,3,28,3,1,3,4,7,99,1,1,2,04/04/2018
4770,FAVE,9,7,7,8,7,7,0,7,8,6,7,8,10,8,8,9,7,7,7,8,6,8,7,10,9,7,6,2,1, ,1,1,6,7,5,30,3,47,3,3, ,3,2,3,2,2,4,04/04/2018
4780,CAROUSELL,9,9,8,9,8,9,0,9,8,10,9,9,9,10,8,10,9,10,10,8,7,10,9,7,9,9,8,2,5, ,1,1,7,10,3,120,3,28,1,1,3,8,8,99,1,2,4,04/05/2018
4781,CAROUSELL,6,6,9,8,7,8,1,9,8,7,6,8,6,8,7,7,10,10,8,9,9,9,7,9,10,9,97,2,2, ,1,1,9,7,2,100,3,44,1,3, ,8,7,2,2,2,4,04/05/2018
4786,TAOBAO/TMALL,8,9,7,8,9,8,0,8,8,7,9,9,7,7,9,8,8,9,8,7,9,8,9,7,9,6,8,1,6,Alipay,1,2,9, ,2,150,2,31,1,1,2,6,7,99,1,1,2,04/08/2018
4794,QOO10,7,7,9,8,7,6,0,9,8,9,8,8,7,6,8,7,6,6,7,8,6,9,7,10,9,9,97,2,6,7-11 Store,1,1,7,8,3,40,2,33,3,1,5,7,8,4,2,1,2,04/08/2018
4795,AMAZON,7,8,7,7,8,8,1,8,8,7,9,9,9,7,9,9,9,9,9,8,8,8,7,7,8,7,8,1,6,Amazon Pay,2,2, , ,2,80,1,36,1,1,2,5,6,2,2,1,2,04/08/2018
4802,QOO10,9,8,8,8,8,7,0,9,9,8,9,10,10,8,10,9,97,6,7,8,6,9,97,8,9,7,97,1,1, ,1,1,8,8,1,200,2,35,5,1,3,6,7,2,2,2,2,03/04/2018
4804,FAVE,9,8,8,9,9,8,1,9,9,9,9,8,10,8,10,10,8,10,9,8,9,97,97,8,9,10,97,2,2, ,1,1,7,8,2,300,1,29,5,1,2,5,8,99,1,1,2,03/04/2018
4806,ZALORA,8,8,9,8,6,7,0,8,8,8,7,8,8,8,8,9,8,7,9,7,10,8,9,7,8,8,7,2,1, ,1,2,7, ,1,400,3,48,2,1,3,4,4,2,2,1,2,03/04/2018
4811,TAOBAO/TMALL,8,8,9,8,7,7,0,8,7,7,9,8,7,8,6,8,6,7,7,8,7,9,6,9,8,7,7,1,1, ,1,2,6, ,3,80,1,37,1,6, ,3,4,3,2,1,4,03/09/2018
4818,ZALORA,7,7,7,7,6,6,0,7,7,9,8,9,8,6,7,6,6,8,8,8,7,7,6,6,8,6,97,2,5, ,1,2,8, ,1,180,3,31,1,1,4,6,7,3,2,2,2,2/27/2018
4819,CAROUSELL,6,6,7,8,9,8,1,8,9,7,7,9,8,6,8,8,7,6,7,7,6,7,8,10,8,7,9,2,5, ,1,1,7,6,2,180,3,30,1,1,98,98,8,2,2,1,2,2/27/2018
4820,CAROUSELL,9,7,6,7,8,5,0,7,7,6,8,7,8,6,7,7,8,8,7,8,9,8,7,9,7,8,6,1,2, ,1,1,8,8,1,360,3,29,5,1,4,97,8,99,1,1,2,2/27/2018
4821,CAROUSELL,9,7,9,7,7,6,0,7,9,8,8,7,8,7,8,6,6,9,8,9,8,6,6,8,9,7,7,2,2, ,1,1,7,7,1,320,3,34,2,1,2,4,7,99,1,2,2,2/27/2018
4825,QOO10,6,7,6,7,7,8,0,8,8,9,8,9,8,6,8,7,9,6,7,8,6,8,8,9,10,7,7,1,1, ,1,1,7,9,1,200,2,31,1,1,2,7,6,1,2,1,2,2/28/2018
4826,TAOBAO/TMALL,6,8,8,7,7,7,0,8,8,7,7,9,8,9,8,7,9,7,8,8,7,8,8,7,8,8,7,2,1, ,1,1,8,7,1,30,2,23,1,1,2,3,7,99,1,2,2,2/28/2018
4827,ZALORA,7,9,8,8,6,7,1,8,7,8,6,8,8,6,7,7,7,7,6,7,8,6,6,6,9,7,6,1,1, ,1,2,7, ,1,50,2,29,2,1,2,7,8,99,1,2,2,2/28/2018
4829,AMAZON,9,7,7,8,8,8,0,8,7,9,7,8,7,7,6,6,8,9,9,10,8,8,7,7,9,7,97,3,1, ,2,2, , ,1,200,1,40,1,1,5,6,6,3,2,2,2,2/28/2018
4831,EBAY,8,9,6,7,7,6,0,7,7,9,7,8,7,7,9,10,7,6,6,8,6,7,7,8,7,8,7,2,1, ,1,1,9,7,3,15,2,20,1,5, ,97,5,99,1,2,2,2/28/2018
4837,LAZADA,4,4,3,4,4,3,0,4,6,6,7,6,6,7,5,6,97,7,6,6,7,7,6,6,4,4,5,2,2, ,2,2, , ,1,80,3,31,2,1,3,4,6,99,1,1,2,03/01/2018
4840,QOO10,5,4,5,5,5,5,0,4,6,8,5,4,4,6,6,4,8,7,8,8,7,6,8,6,3,2,7,2,3, ,1,2,6, ,1,100,1,27,1,1,3,4,7,99,1,1,2,03/01/2018
4848,TAOBAO/TMALL,5,4,2,4,4,3,0,4,7,6,7,7,7,5,4,4,5,6,6,7,7,6,7,7,3,5,3,2,3, ,1,2,7, ,1,100,3,35,1,1,2,2,6,3,2,1,2,03/02/2018
4850,TAOBAO/TMALL,6,7,8,8,7,7,1,8,7,9,9,8,9,8,8,9,9,7,8,7,9,6,9,7,8,7,7,2,3, ,2,2, , ,1,20,2,26,1,1,2,5,7,99,1,1,2,03/02/2018
4854,ASOS,4,4,3,4,2,5,0,4,4,2,6,8,6,6,6,7,6,7,8,6,6,6,97,6,6,7,97,1,6,Bank Transfer,1,2,7, ,2,250,3,28,2,1,2,4,7,99,1,1,2,03/03/2018
4855,QOO10,5,5,2,3,3,5,0,3,7,8,4,3,4,6,7,4,5,8,6,6,8,5,5,8,6,7,97,1,1, ,1,2,8, ,1,60,3,29,1,1,3,5,7,99,1,1,2,03/03/2018
4859,ZALORA,6,7,8,7,8,7,0,7,8,9,7,9,8,8,7,8,7,8,9,9,8,7,7,8,8,7,7,2,2, ,1,2,7, ,3,120,2,36,1,1,4,6,8,99,1,1,2,03/03/2018
4860,EBAY,8,7,8,8,8,8,0,8,8,7,8,7,8,10,9,9,7,7,9,8,8,7,8,7,8,7,8,1,2, ,1,1,9,8,2,300,2,43,5,1,7,7,8,2,2,1,3,03/03/2018
4862,ALIEXPRESS,8,8,8,7,8,8,0,8,7,7,9,8,8,10,7,9,9,7,7,7,8,9,9,10,8,8,8,1,1, ,1,2,8, ,3,210,3,29,4,1,3,7,7,99,1,1,3,03/03/2018
4866,FAVE,8,7,8,7,8,7,0,7,9,9,9,9,9,7,8,7,7,8,7,9,9,97,7,6,8,7,7,1,1, ,1,1,7,6,1,270,2,45,1,3, ,5,7,3,2,2,3,03/04/2018
4881,AMAZON,9,7,7,9,9,10,1,10,7,8,7,9,8,10,7,9,9,8,8,9,7,10,97,7,8,9,97,1,1, ,1,1,7,8,1,500,2,28,5,1,4,7,8,99,1,1,4,03/05/2018
4882,AMAZON,7,9,9,9,9,8,0,9,9,8,8,7,8,7,8,10,7,9,8,9,9,9,97,8,7,10,97,2,1, ,1,2,9, ,3,100,3,25,3,1,2,7,7,99,1,2,4,03/05/2018
4883,EBAY,7,6,9,8,6,7,0,8,9,7,7,8,10,8,9,9,7,9,8,8,7,7,7,6,8,7,6,2,2, ,1,1,10,9,1,200,2,48,2,2,3,7,7,4,2,1,4,03/05/2018
4885,CAROUSELL,7,7,8,7,7,8,0,8,7,8,9,7,7,9,7,8,8,7,6,7,7,8,7,9,8,7,97,1,2, ,1,1,7,7,5,20,3,19,1,5, ,5,4,99,1,1,4,03/05/2018
4886,QOO10,8,6,7,7,8,7,0,7,10,9,9,9,8,7,8,6,97,8,7,9,7,7,7,7,8,7,97,2,3, ,1,1,9,8,2,75,2,47,1,1,6,6,8,3,2,1,4,03/05/2018
4887,FAVE,8,9,9,7,6,6,0,6,8,9,7,9,6,6,7,8,6,7,8,8,7,6,7,7,8,7,7,1,1, ,1,2,8, ,3,50,3,27,3,1,4,8,8,99,1,2,4,03/05/2018
4890,EBAY,6,7,7,8,7,8,1,8,8,8,9,10,7,9,9,9,9,8,7,7,8,8,9,7,7,7,97,3,1, ,1,2,8, ,2,110,1,35,1,1,5,6,8,3,2,2,3,04/02/2018
4893,EBAY,8,8,7,8,8,9,0,8,8,7,7,6,7,9,8,8,97,8,8,8,7,10,9,8,9,9,97,2,2, ,1,1,7,9,2,50,2,39,1,1,6,6,8,3,2,1,3,04/02/2018
4897,TAOBAO/TMALL,9,7,8,8,7,7,1,7,7,7,6,8,7,8,7,6,8,8,7,8,6,7,8,7,8,8,97,1,1, ,1,2,6, ,3,60,3,35,1,1,4,4,8,99,1,1,3,04/02/2018
4898,TAOBAO/TMALL,7,6,6,6,7,7,0,7,8,6,8,6,6,6,6,8,7,8,8,7,8,7,6,8,8,7,97,3,6,Alipay,1,1,8,8,1,75,1,43,1,1,6,8,9,2,2,1,3,04/02/2018
4899,ZALORA,8,6,6,6,6,6,0,7,8,7,8,7,7,8,8,6,7,8,8,7,7,8,6,6,8,6,6,1,1, ,1,2,8, ,1,180,3,23,1,5, ,2,6,99,1,1,3,04/03/2018
4902,CAROUSELL,2,4,3,4,4,5,0,3,5,5,8,6,6,7,5,7,8,7,8,5,8,6,6,6,8,6,7,1,2, ,2,1, ,5,1,210,3,35,1,6, ,3,4,3,2,1,3,04/03/2018
4908,AMAZON,8,9,9,9,9,10,1,10,9,7,8,9,8,10,9,9,8,7,9,8,7,9,97,10,10,9,97,2,1, ,1,1,7,7,2,400,2,48,2,1,4,6,8,3,2,2,3,04/04/2018
4909,LAZADA,7,6,6,7,8,7,0,8,6,8,6,7,8,8,6,9,7,10,8,8,8,8,97,8,7,97,9,2,5, ,1,2,9, ,2,85,2,28,1,1,3,6,8,99,1,1,3,04/04/2018
4914,REEBONZ,8,7,10,8,7,7,1,9,9,8,8,7,8,8,6,8,9,6,9,9,8,9,9,9,6,8,8,2,2, ,1,2,9, ,1,750,1,39,2,1,3,6,8,5,2,2,3,04/05/2018
4915,TAOBAO/TMALL,7,8,8,8,7,7,0,8,7,7,8,8,8,8,7,9,7,7,10,10,9,7,8,8,7,7,97,2,3, ,1,2,6, ,5,30,2,23,1,5, ,2,5,99,1,1,3,04/05/2018
4918,QOO10,7,9,8,7,7,7,0,7,10,9,10,9,8,7,7,6,8,6,7,7,6,6,97,8,8,7,97,1,1, ,1,1,9,7,1,320,2,43,5,3, ,5,8,2,2,2,3,04/05/2018
4922,SSENSE,6,6,6,7,7,7,0,7,8,9,9,10,7,8,8,7,9,9,8,8,8,8,9,7,7,10,97,3,1, ,2,2, , ,2,290,2,27,1,1,4,97,8,99,1,2,3,04/05/2018
4929,EBAY,6,7,8,7,7,7,0,8,7,9,9,8,10,7,8,9,97,10,8,9,9,8,7,9,9,8,7,1,1, ,2,2, , ,3,100,3,23,1,5, ,4,7,99,1,2,3,04/12/2018
4931,QOO10,7,8,8,8,8,9,1,8,7,9,8,8,7,6,6,8,97,7,8,9,8,6,8,7,9,9,7,1,1, ,1,2,7, ,6,50,3,31,1,1,4,6,8,3,2,2,3,04/12/2018
4934,TAOBAO/TMALL,7,9,9,9,8,8,0,9,10,10,8,9,8,10,7,10,7,10,7,8,10,9,9,9,9,7,7,2,1, ,1,1,8,8,2,240,3,36,1,1,3,5,7,3,2,1,3,04/12/2018
4936,TAOBAO/TMALL,7,8,8,8,8,9,0,8,8,7,7,8,7,8,8,8,9,7,8,8,8,7,9,8,9,7,97,2,1, ,1,1,6,8,1,30,2,34,1,1,5,6,7,2,2,1,4,4/13/2018
4938,ZALORA,6,9,8,8,9,10,0,9,8,7,6,7,8,6,7,9,9,8,7,8,7,7,7,8,9,9,10,1,5, ,1,2,7, ,4,110,2,34,2,1,4,8,7,99,1,1,4,4/13/2018
4939,AMAZON,7,6,7,6,6,7,0,7,7,8,8,7,6,7,6,8,6,8,8,8,6,6,7,8,8,6,7,1,1, ,2,1, ,8,6,200,2,28,1,1,4,8,8,99,1,2,4,4/13/2018
