,ID,Company,Prod_Quality,Service_Quality,Price_Value,Satisfaction,Repurchase,Recommend,Recommend_Site,Satisfaction_With,Variety_Prods,Variety_Prods_Needs,Ease_Navigation,Ease_Prods_Needs,Availability_Prods,Discounts,Info_Prods,Ease_Comparing,Ease_Special_Needs,Ease_Cart,Ease_Check_Out,Security,Delivery,Delivery_Range,Order_Tracking,Delivery_Time,Fidelity_Prods,Feedback,Return_Policies,Channel_Pref,Pay_Pref,Pay_Pref_Other,Read_Reviews,Interacted_Seller,Satisfaction_Reviews,Satisfaction_Channels_Seller,No_Purchases_6m,Amount_Spent_3m,Shop_Behavior,Age,Race,Employment,Income_Personal,Income_House,Ed,No_Children,Marital,Gender,House_Type,Date_Interview
1195,4385,ZALORA,8,8,10,9,8,7,1,9,9,9,8,9,8,10,10,9,9,10,9,9,8,9,8,9,8,9,9,1,2, ,2,1, ,8,6,70,3,33,1,1,4,7,8,99,1,1,3,3/27/2018
1196,4386,TAOBAO/TMALL,9,9,7,7,8,9,0,7,8,9,9,7,7,8,6,8,9,8,7,7,8,6,97,6,9,8,97,2,3, ,1,1,7,7,1,30,2,39,1,1,5,7,8,2,2,1,3,3/27/2018
1197,4389,TAOBAO/TMALL,7,8,8,8,7,8,0,9,9,7,7,8,7,6,7,8,8,7,7,7,6,8,6,9,8,7,7,2,3, ,2,1, ,9,1,100,3,39,1,2,3,6,8,2,2,2,3,3/28/2018
1198,4392,ZALORA,6,9,8,8,6,6,0,8,7,8,6,8,9,6,6,8,8,8,7,8,7,7,7,9,10,8,97,1,5, ,1,2,8, ,1,100,1,24,1,1,2,3,7,99,1,1,2,3/28/2018
1199,4395,FAVE,8,8,8,9,9,10,1,9,7,9,7,8,7,10,10,10,9,8,9,8,9,9,9,8,9,8,10,1,6,Debit Card,1,2,7, ,7,20,3,29,1,1,2,5,8,99,1,1,2,3/28/2018
1200,4397,TAOBAO/TMALL,6,8,8,7,6,7,0,7,7,8,6,8,6,7,6,7,7,6,8,8,6,7,6,7,9,6,97,1,3, ,1,1,7,9,1,20,2,40,1,3, ,3,8,2,2,2,2,3/28/2018
1201,4398,FAVE,9,7,8,8,7,7,1,8,9,8,6,8,9,8,8,10,8,7,7,6,8,97,8,8,7,8,6,1,1, ,1,1,6,8,1,90,2,43,1,1,3,4,4,5,2,2,2,3/28/2018
1202,4404,TAOBAO/TMALL,8,7,7,8,7,8,0,8,8,7,7,8,9,8,10,8,9,7,6,8,7,9,97,10,10,7,97,3,1, ,1,2,9, ,1,400,3,48,1,2,2,8,8,3,2,2,4,4/16/2018
1203,4405,FAVE,9,9,8,9,9,7,1,9,10,8,9,9,8,8,7,7,97,8,7,7,10,9,97,8,9,9,97,2,2, ,1,1,10,9,1,400,3,31,5,1,5,7,8,1,2,1,4,4/17/2018
1204,4409,EBAY,7,8,9,8,7,7,0,8,8,9,7,7,8,7,9,9,97,9,7,8,9,9,97,8,8,7,97,3,2, ,1,1,9,7,6,70,2,35,1,1,4,8,9,3,2,1,4,4/17/2018
1205,4418,AMAZON,9,8,7,8,9,8,1,8,8,9,7,8,9,9,10,8,97,9,8,8,7,6,10,7,8,9,97,2,1, ,1,2,7, ,3,120,3,52,1,1,6,8,8,1,2,2,4,3/29/2018
1206,4420,CAROUSELL,9,8,8,8,8,7,0,8,7,7,8,7,8,8,9,8,7,9,8,9,8,9,8,7,8,7,8,3,6,Fund Transfer,1,1,7,8,2,100,1,44,3,3, ,98,8,3,2,2,4,3/29/2018
1207,4427,TAOBAO/TMALL,8,8,9,9,8,8,0,9,9,10,8,8,10,9,10,9,9,8,7,8,9,9,8,9,10,9,7,2,6,Alipay,1,2,7, ,1,100,2,39,1,1,3,5,6,3,2,1,3,3/30/2018
1208,4429,FAVE,8,7,8,8,8,9,1,8,8,6,8,7,8,8,7,6,8,10,9,10,8,8,7,8,9,7,97,2,2, ,1,2,7, ,6,50,2,46,1,1,5,6,8,3,2,1,3,3/30/2018
1209,4441,QOO10,7,7,8,9,9,8,1,9,9,8,9,8,10,10,8,9,97,9,8,8,9,8,9,9,8,8,9,1,6,Fund Transfer,2,1, ,7,3,160,2,21,1,5, ,3,5,99,1,2,4,04/01/2018
1210,4442,CAROUSELL,7,7,8,8,8,7,0,9,10,8,8,9,9,6,8,7,9,8,10,9,8,9,9,8,10,8,7,1,5, ,1,1,9,8,3,25,3,29,5,3, ,3,9,3,2,2,4,04/01/2018
1211,4444,AMAZON,9,9,8,9,7,10,1,8,8,9,9,8,8,9,8,7,97,7,10,10,7,10,8,9,10,9,10,1,1, ,1,2,10, ,2,65,3,34,3,1,3,5,7,2,2,2,4,04/01/2018
1212,4447,FAVE,7,8,8,8,7,8,0,8,8,8,7,7,7,8,7,8,8,8,9,8,8,9,8,7,9,7,7,2,2, ,1,1,6,8,1,120,3,31,1,1,3,6,8,99,1,1,3,3/28/2018
1213,4455,EBAY,5,5,4,3,2,3,0,3,7,6,5,3,4,5,6,6,97,7,7,6,2,3,4,5,6,3,2,1,1, ,1,2,6, ,1,50,2,30,1,1,5,7,8,1,2,2,3,3/29/2018
1214,4456,REDMART,4,3,5,5,3,3,0,5,7,6,7,7,6,6,7,6,7,6,6,5,6,6,97,5,6,5,97,1,1, ,1,1,6,7,1,200,2,25,1,1,2,7,7,99,1,1,3,3/29/2018
1215,4457,EBAY,9,8,8,7,7,7,0,6,7,8,8,9,7,10,8,10,10,6,8,8,7,9,6,8,7,8,7,2,2, ,1,1,8,10,3,50,3,34,1,1,3,7,8,3,2,2,3,3/29/2018
1216,4458,REDMART,8,9,9,9,7,7,0,9,10,9,9,9,8,10,10,9,10,10,10,8,8,10,9,8,9,10,97,2,1, ,1,1,9,8,6,300,2,49,1,1,7,8,8,1,2,1,3,3/29/2018
1217,4459,TAOBAO/TMALL,7,9,8,7,7,7,0,8,8,7,7,7,9,6,7,8,7,6,7,7,8,8,97,9,8,7,7,2,1, ,1,2,8, ,4,60,3,47,1,1,3,3,7,3,2,1,3,3/29/2018
1218,4460,QOO10,8,7,8,6,6,6,0,6,8,7,8,8,6,8,6,7,6,7,8,6,8,7,6,8,8,6,7,1,3, ,1,2,7, ,2,100,2,29,2,1,3,3,6,2,2,1,3,3/29/2018
1219,4463,AMAZON,8,8,8,8,8,7,1,8,9,8,9,9,7,7,10,7,8,7,7,8,6,8,8,6,8,9,7,1,1, ,1,1,7,6,3,120,3,36,1,3, ,3,4,3,2,2,4,04/12/2018
1220,4474,TAOBAO/TMALL,9,8,9,9,9,9,1,8,8,7,9,8,8,9,7,9,8,10,8,9,10,9,10,7,9,8,8,1,1, ,1,2,8, ,1,50,1,39,1,1,7,7,8,2,2,1,3,04/12/2018
1221,4483,QOO10,7,8,8,8,7,7,0,8,9,8,7,8,9,8,7,9,7,6,7,6,8,8,7,8,9,7,7,2,2, ,1,1,8,6,1,20,2,44,1,1,5,8,8,3,2,1,4,4/14/2018
1222,4485,EBAY,8,7,6,8,9,8,1,8,8,6,6,7,7,7,9,8,97,8,8,9,7,8,9,7,9,10,97,1,6,Debit Card,1,1,7,8,1,60,1,30,3,1,4,7,8,99,1,1,4,4/14/2018
1223,4488,EBAY,7,6,6,7,7,7,0,8,9,7,8,6,7,8,6,7,7,7,7,8,6,6,8,9,9,8,7,2,6,Debit Card,1,2,7, ,5,100,3,65,1,4, ,5,8,1,2,1,4,4/15/2018
1224,4491,AMAZON,8,8,6,6,6,6,0,6,8,6,7,7,7,7,8,8,6,8,6,8,7,97,6,6,7,6,7,3,1, ,1,2,8, ,4,20,1,40,1,1,4,4,8,3,2,1,3,4/15/2018
1225,4492,AMAZON,8,9,7,9,9,7,0,9,10,8,7,8,9,7,8,7,8,10,9,8,9,10,9,9,7,7,8,2,1, ,1,2,9, ,2,50,1,32,1,1,3,5,8,2,2,1,3,4/15/2018
1226,4496,LAZADA,8,7,6,7,6,6,0,6,8,10,8,9,8,10,7,8,6,7,6,7,8,7,7,9,8,6,7,1,1, ,1,2,10, ,1,150,1,40,5,3, ,98,9,3,2,2,3,4/15/2018
1227,4497,EBAY,9,8,7,8,7,8,0,9,7,9,7,9,7,8,10,9,97,7,9,8,8,7,9,7,8,10,9,3,6,Debit Card,1,1,8,8,2,130,3,49,1,1,5,6,8,3,2,1,3,4/15/2018
1228,4502,FAVE,6,7,9,7,7,7,0,8,7,9,9,8,8,8,9,7,97,9,7,7,8,8,8,8,7,7,97,1,2, ,1,1,8,6,6,75,3,24,1,2,2,5,7,99,1,2,2,4/19/2018
1229,4512,FAVE,9,7,9,8,6,6,0,8,9,9,7,8,8,9,6,7,6,8,7,8,7,6,7,8,7,7,7,2,1, ,1,1,7,8,6,75,2,33,5,1,2,4,7,1,2,2,2,4/21/2018
1230,4515,AMAZON,6,8,7,8,9,8,0,7,9,8,9,7,9,9,7,6,97,9,9,8,7,7,7,7,8,9,8,1,1, ,1,1,9,8,7,30,2,31,5,1,3,6,8,99,1,2,3,3/31/2018
1231,4521,FAVE,7,7,7,7,8,7,0,8,9,8,9,7,8,8,7,9,97,8,8,8,7,8,97,7,8,8,97,2,2, ,1,2,8, ,1,380,1,33,1,1,4,6,8,99,1,1,3,3/31/2018
1232,4522,FAVE,5,4,4,3,5,5,0,4,7,7,6,7,6,7,5,5,4,7,7,6,97,97,97,97,8,4,2,2,1, ,1,1,7,8,1,150,3,32,3,1,2,4,6,99,1,1,3,3/31/2018
1233,4528,EBAY,8,6,7,7,6,7,0,7,8,7,7,6,7,8,10,9,6,7,6,6,6,6,8,8,8,6,7,1,1, ,1,1,8,7,1,50,3,27,1,1,4,6,8,99,1,1,3,03/10/2018
1234,4530,EBAY,9,9,8,7,6,6,0,7,9,8,8,8,8,9,9,8,7,8,7,8,8,7,8,9,9,7,6,1,1, ,1,1,7,8,1,320,3,49,2,1,3,7,4,4,2,1,3,03/10/2018
1235,4532,AMAZON,8,9,7,9,7,8,0,9,10,10,9,10,8,9,10,10,9,8,10,9,7,7,97,7,9,7,9,1,1, ,1,2,8, ,3,110,3,34,1,1,4,6,8,3,2,2,3,03/10/2018
1236,4539,AMAZON,6,7,7,7,7,7,0,7,7,8,6,7,7,9,9,8,7,10,9,10,9,7,8,9,8,8,97,1,1, ,1,2,9, ,3,150,3,44,1,1,3,3,4,5,2,1,4,03/11/2018
1237,4547,AMAZON,8,8,7,7,7,8,0,7,9,7,7,8,7,7,9,6,7,6,6,8,7,7,97,7,8,6,97,2,1, ,1,2,9, ,1,200,2,49,2,1,4,6,8,3,2,2,3,2/26/2018
1238,4549,EBAY,8,8,7,7,7,7,0,8,8,6,6,7,7,9,9,6,8,8,7,7,6,8,7,8,8,7,8,2,1, ,1,1,9,8,3,50,3,35,1,1,2,4,6,2,2,1,3,2/26/2018
1239,4551,CAROUSELL,7,7,8,7,8,8,0,7,9,8,9,7,8,6,7,6,7,10,9,10,8,7,8,7,9,8,7,3,5, ,1,1,6,7,1,50,3,41,1,1,5,5,9,3,2,1,3,2/26/2018
1240,4562,HONESTBEE,8,7,6,7,8,8,0,7,6,7,8,8,10,8,8,9,9,7,8,6,6,7,7,7,6,9,97,2,1, ,1,1,6,9,3,350,3,44,3,1,2,5,6,4,2,2,3,2/28/2018
1241,4567,CAROUSELL,6,6,7,6,7,7,0,7,7,7,8,8,8,6,7,6,8,8,6,8,6,8,8,8,8,6,7,2,5, ,1,1,6,8,1,70,3,27,2,3, ,3,7,3,2,2,3,2/28/2018
1242,4569,CAROUSELL,7,9,9,7,7,7,0,8,8,9,9,8,7,8,8,7,6,7,8,6,7,8,9,8,6,6,6,2,6,Bank Transfer,1,1,7,8,1,30,3,23,1,5, ,4,5,99,1,1,3,03/01/2018
1243,4577,AMAZON,7,7,8,7,7,7,0,7,10,9,9,10,7,8,8,7,7,7,7,9,8,7,7,9,8,8,7,2,1, ,2,1, ,8,6,50,3,35,3,3, ,4,6,2,2,2,4,03/01/2018
1244,4581,TAOBAO/TMALL,9,8,7,7,8,7,0,8,8,9,9,9,8,7,8,7,7,8,8,7,9,7,8,8,8,7,8,3,1, ,1,1,9,7,1,200,2,23,1,1,2,97,7,99,1,2,3,03/03/2018
1245,4588,ZALORA,9,8,10,9,8,7,0,8,8,9,9,9,8,10,10,9,8,9,9,8,8,8,10,9,8,10,97,1,5, ,1,1,8,7,2,100,1,29,1,1,3,5,7,99,1,1,2,4/20/2018
1246,4589,CAROUSELL,3,2,2,3,2,4,0,3,6,8,3,2,8,7,6,2,3,5,6,6,6,8,97,7,7,6,97,1,6,Fund Transfer,1,1,7,5,1,150,3,31,1,1,2,4,7,99,1,1,2,4/20/2018
1247,4594,EBAY,7,8,7,8,8,6,0,8,9,9,8,7,8,9,7,8,7,9,8,8,7,6,7,8,8,7,97,1,2, ,1,2,8, ,2,300,3,32,1,1,3,5,7,99,1,1,2,4/20/2018
1248,4595,QOO10,7,9,7,7,7,7,0,7,7,8,7,9,7,8,6,6,7,7,7,9,7,7,8,8,9,8,97,2,2, ,2,1, ,6,1,75,2,34,1,1,2,4,4,2,2,1,2,4/20/2018
1249,4596,ZALORA,7,7,6,6,6,6,0,6,8,8,8,8,7,6,8,6,6,8,7,7,8,6,6,8,8,6,97,2,1, ,1,1,8,7,6,50,3,31,1,1,2,4,7,1,2,2,2,4/20/2018
1250,4609,ZALORA,7,6,8,8,9,8,0,8,8,7,7,8,9,7,8,7,7,7,6,8,7,7,7,7,7,97,8,2,1, ,1,2,7, ,2,150,3,44,1,1,4,5,8,3,2,1,3,4/16/2018
1251,4610,ZALORA,9,9,10,9,9,8,1,10,10,9,8,10,8,9,9,10,9,9,9,8,9,9,97,9,8,10,9,2,5, ,1,2,8, ,4,120,3,28,1,1,1,7,7,99,1,1,3,4/16/2018
1252,4615,AMAZON,6,7,6,6,6,6,0,7,8,7,8,6,6,8,6,6,6,6,7,8,6,6,7,7,8,7,7,2,1, ,2,2, , ,6,20,2,33,1,1,2,4,7,1,2,2,3,4/17/2018
1253,4619,CAROUSELL,3,4,5,4,3,5,0,5,7,7,3,5,6,6,5,5,7,6,7,7,7,6,97,6,6,7,3,1,2, ,1,1,6,6,1,800,2,28,1,1,4,97,8,99,1,1,3,4/17/2018
1254,4624,FAVE,5,3,2,3,4,3,0,4,6,7,6,6,7,7,6,6,5,5,6,6,4,3,3,3,6,8,97,2,2, ,1,2,7, ,1,210,2,37,3,1,4,7,7,2,2,1,3,2/26/2018
1255,4626,AMAZON,2,5,4,4,4,4,0,3,4,3,6,6,8,7,4,4,6,7,7,6,5,6,6,7,6,97,6,1,6,Debit Card,1,2,6, ,1,45,3,29,5,2,1,5,7,2,2,1,3,2/26/2018
1256,4636,FAVE,10,10,10,10,9,7,1,10,10,10,9,8,10,10,9,7,9,8,7,7,8,9,9,10,10,9,7,1,2, ,1,2,10, ,9,25,3,22,1,5, ,4,5,99,1,2,4,2/27/2018
1257,4642,QOO10,7,6,7,7,6,6,0,7,9,8,8,8,8,6,6,7,6,9,7,9,7,6,6,9,9,6,7,2,1, ,1,2,8, ,3,100,2,22,3,5, ,97,6,99,1,2,4,2/28/2018
1258,4646,LAZADA,6,8,7,7,8,7,0,8,7,7,8,6,8,10,7,9,8,7,6,6,8,8,97,10,8,7,7,1,1, ,1,2,9, ,1,80,3,46,1,1,5,5,8,2,2,1,3,03/01/2018
1259,4648,FAVE,9,7,8,8,8,8,1,8,7,8,8,9,9,8,8,7,8,7,8,9,7,7,9,7,7,7,8,1,1, ,1,1,9,9,1,100,1,37,1,1,5,7,8,3,2,1,3,03/01/2018
1260,4649,EBAY,8,8,7,7,6,8,0,7,8,7,9,7,8,8,10,9,7,7,8,8,7,8,6,8,10,6,7,1,1, ,1,1,9,8,6,50,2,32,2,3, ,3,6,3,2,2,3,03/01/2018
1261,4655,TAOBAO/TMALL,7,7,8,8,7,8,0,8,10,8,9,9,9,9,8,7,8,8,7,8,6,8,9,9,8,10,9,1,3, ,1,2,7, ,1,70,1,36,1,1,6,8,8,3,2,1,3,03/03/2018
1262,4662,QOO10,9,8,8,8,6,7,0,7,7,6,7,7,8,6,9,9,8,8,6,8,7,6,7,8,8,7,6,2,6,Fund Transfer,1,1,6,9,1,200,2,48,1,1,5,7,7,4,2,1,4,4/19/2018
1263,4670,EBAY,7,8,9,8,9,9,0,8,6,8,7,7,8,8,7,9,97,6,7,8,7,9,97,9,9,8,7,1,1, ,1,2,8, ,1,350,2,29,3,1,2,7,8,99,1,1,4,4/19/2018
1264,4672,TAOBAO/TMALL,5,5,5,5,5,3,0,4,4,3,7,5,7,6,6,7,6,7,6,5,6,6,5,5,5,4,97,2,1, ,1,1,5,6,1,650,3,45,1,3, ,3,4,5,2,2,4,4/16/2018
1265,4682,ZALORA,7,8,7,7,7,8,0,7,9,9,8,9,7,7,8,8,7,9,8,9,8,7,7,7,8,8,7,1,1, ,1,2,7, ,3,100,3,32,1,1,2,7,6,1,2,1,3,4/17/2018
1266,4684,AMAZON,6,8,8,8,8,8,0,8,8,8,6,8,6,7,6,9,8,7,7,9,8,8,8,8,6,9,7,2,6,Amazon Pay,1,2,6, ,5,100,2,24,2,2,1,4,7,99,1,1,3,4/17/2018
1267,4685,TAOBAO/TMALL,8,7,7,9,9,10,0,8,8,7,9,9,7,9,10,8,8,7,9,9,7,9,9,7,8,8,8,1,6,Debit Card,1,1,7,9,2,50,3,37,1,1,4,6,7,99,1,1,3,4/17/2018
1268,4686,DRESSABELLE,6,6,6,7,8,8,1,7,7,7,7,8,8,9,9,10,9,8,7,9,7,8,10,7,8,9,8,2,1, ,1,2,8, ,3,190,2,48,1,3, ,5,4,3,2,2,3,4/17/2018
1269,4689,ZALORA,6,9,8,8,8,7,0,8,8,7,6,8,7,7,8,8,6,8,8,7,7,9,97,10,10,9,97,2,1, ,1,2,8, ,1,240,2,28,2,1,3,8,8,99,1,1,3,4/17/2018
1270,4690,TAOBAO/TMALL,9,10,9,10,10,8,1,9,9,10,8,9,10,10,7,7,8,10,10,10,7,8,7,7,10,7,97,1,3, ,1,1,7,8,1,90,1,19,1,5, ,97,4,99,1,1,3,04/10/2018
1271,4693,TAOBAO/TMALL,8,8,7,9,8,8,0,10,8,9,8,9,9,10,8,10,8,9,9,9,8,9,97,8,9,9,97,3,3, ,1,2,7, ,3,60,3,40,1,1,7,8,9,3,2,1,3,04/10/2018
1272,4694,EBAY,8,6,6,6,6,6,0,6,7,6,8,6,8,7,7,6,6,7,7,6,8,6,97,7,7,6,97,1,1, ,1,1,7,7,1,550,2,39,1,3, ,97,7,3,2,2,3,04/10/2018
1273,4698,QOO10,6,7,8,7,7,7,0,7,10,9,10,8,7,10,9,7,7,7,9,7,9,7,97,8,10,8,8,2,1, ,1,1,7,9,2,100,1,33,1,1,4,6,7,1,2,1,3,04/11/2018
1274,4701,AMAZON,9,7,8,9,10,10,1,10,8,9,7,8,7,10,9,8,10,7,8,9,10,8,10,9,8,10,9,2,6,Amazon Pay,1,1,8,9,1,350,1,44,1,1,2,4,7,3,2,1,3,04/11/2018
1275,4704,NET-A-PORTER,7,8,7,9,9,9,1,9,10,8,8,9,8,8,10,9,9,9,9,10,9,9,10,10,9,9,9,2,1, ,1,1,10,10,1,100,1,32,1,1,6,7,8,99,1,1,3,04/11/2018
1276,4705,EBAY,6,7,8,7,7,6,0,7,6,8,6,7,7,7,6,8,10,8,8,9,7,7,7,10,9,7,7,2,2, ,1,1,8,7,1,100,3,32,5,1,4,6,8,99,1,1,3,04/12/2018
1277,4707,TAOBAO/TMALL,10,8,8,8,7,8,0,8,10,8,9,9,7,8,9,8,97,10,8,10,8,7,8,9,10,7,97,2,6,Debit Card,2,2, , ,6,100,2,45,1,1,6,6,7,2,2,1,3,04/12/2018
1278,4708,ZALORA,8,9,9,8,7,8,0,8,8,8,8,8,8,10,9,8,97,7,8,8,7,8,97,9,10,7,97,1,2, ,1,2,6, ,2,100,1,31,2,1,4,8,8,99,1,2,3,04/12/2018
1279,4709,TAOBAO/TMALL,6,7,8,6,7,7,0,6,8,8,6,8,7,7,8,8,8,6,6,6,6,6,8,8,7,7,7,2,1, ,1,2,8, ,1,550,2,45,1,1,4,5,8,4,2,1,3,04/12/2018
1280,4710,TAOBAO/TMALL,7,9,8,8,8,7,1,8,8,8,7,7,7,9,7,8,9,8,7,7,7,9,9,8,7,9,97,3,3, ,1,1,7,10,6,75,3,35,1,1,4,97,7,99,1,1,3,04/12/2018
1281,4714,LAZADA,8,9,9,8,8,7,0,9,8,6,7,7,8,8,6,9,8,7,9,8,9,10,10,9,8,9,10,1,5, ,1,2,9, ,3,160,2,52,1,1,5,6,7,4,2,1,3,04/12/2018
1282,4716,ZALORA,7,7,8,8,7,8,0,8,8,7,9,7,8,10,7,9,9,9,9,10,8,8,9,7,8,7,9,1,1, ,1,1,7,8,2,80,2,33,1,1,4,6,7,3,2,2,3,4/13/2018
1283,4718,ASOS,3,5,5,3,5,4,0,3,7,7,6,7,6,6,7,7,6,6,7,5,2,2,4,2,5,3,3,2,2, ,1,2,6, ,2,100,3,37,1,3, ,4,9,3,2,2,3,4/13/2018
1284,4719,FAVE,7,8,8,8,7,7,0,8,7,8,6,8,8,7,9,9,8,8,8,7,6,8,8,7,7,8,6,3,2, ,1,1,8,9,6,35,3,31,1,6, ,97,8,99,1,1,2,4/13/2018
1285,4721,FAVE,9,8,7,8,7,8,0,8,8,7,6,7,9,10,8,10,7,8,7,8,8,97,97,8,8,8,8,1,1, ,1,1,8,10,1,30,1,24,1,1,2,6,8,99,1,1,2,4/13/2018
1286,4723,REEBONZ,6,6,6,7,7,8,1,7,8,6,7,7,9,7,7,8,6,6,8,7,6,8,7,8,7,8,9,2,2, ,1,1,8,7,1,650,1,33,3,2,2,5,8,3,2,2,2,4/14/2018
1287,4724,ALIEXPRESS,8,7,9,8,7,8,1,9,7,8,7,6,8,8,7,9,9,8,8,8,9,8,97,9,7,6,97,1,6,Alipay,1,2,8, ,3,140,3,34,2,1,3,4,8,3,2,1,2,4/14/2018
1288,4725,CAROUSELL,8,7,8,8,9,8,1,8,8,9,10,9,8,8,9,10,9,9,8,9,8,9,9,9,9,8,97,1,2, ,1,1,8,8,1,250,3,32,1,1,3,5,7,99,1,2,2,4/14/2018
1289,4727,FAVE,3,5,5,5,4,5,0,5,5,5,7,8,8,7,7,6,3,7,6,7,8,3,4,6,8,7,4,2,1, ,2,2, , ,1,250,1,27,1,1,2,4,5,99,1,1,2,4/14/2018
1290,4730,QOO10,10,10,10,9,9,7,0,9,8,8,8,9,9,9,9,9,9,7,9,10,8,9,8,10,10,7,7,2,1, ,2,1, ,9,2,80,2,29,2,1,2,7,7,99,1,1,2,4/14/2018
1291,4743,ZALORA,7,9,9,8,7,7,1,8,7,8,7,7,8,8,7,8,8,8,7,8,8,8,8,7,7,7,7,2,1, ,1,1,8,6,2,120,1,27,1,3, ,4,7,2,2,2,2,4/17/2018
1292,4753,TAOBAO/TMALL,6,7,8,8,8,7,0,9,7,6,6,8,8,8,7,9,8,7,6,7,6,6,6,9,9,9,97,3,1, ,1,1,8,10,3,120,2,35,1,1,4,8,7,3,2,1,4,04/03/2018
1293,4757,CAROUSELL,6,8,8,6,7,6,0,6,8,6,8,7,8,7,8,6,6,7,8,6,6,8,6,6,8,6,7,2,5, ,1,1,8,8,1,30,2,34,1,1,3,6,8,3,2,1,2,04/03/2018
1294,4759,FAVE,7,7,9,8,6,6,0,8,9,7,9,7,7,9,9,7,8,7,8,8,7,8,6,8,10,8,7,1,6,Alipay,1,2,9, ,4,35,2,43,1,2,1,2,6,2,2,2,2,04/03/2018
1295,4761,FAVE,7,7,9,7,8,9,1,8,8,6,8,7,6,7,8,8,8,7,7,8,6,97,7,7,7,8,7,2,1, ,1,2,8, ,6,50,3,32,2,1,3,4,7,99,1,1,2,04/03/2018
1296,4763,ALIEXPRESS,7,9,9,8,8,8,0,9,7,9,7,8,9,10,10,7,8,8,8,8,6,7,9,6,8,6,8,3,6,Fund Transfer,1,2,8, ,1,150,2,33,1,1,98,98,7,99,1,1,2,04/04/2018
1297,4765,ZALORA,7,9,8,8,8,9,1,7,7,8,7,9,7,9,8,7,97,7,6,7,8,9,8,9,7,7,7,2,1, ,1,2,6, ,4,65,3,28,3,1,3,4,7,99,1,1,2,04/04/2018
1298,4770,FAVE,9,7,7,8,7,7,0,7,8,6,7,8,10,8,8,9,7,7,7,8,6,8,7,10,9,7,6,2,1, ,1,1,6,7,5,30,3,47,3,3, ,3,2,3,2,2,4,04/04/2018
1299,4780,CAROUSELL,9,9,8,9,8,9,0,9,8,10,9,9,9,10,8,10,9,10,10,8,7,10,9,7,9,9,8,2,5, ,1,1,7,10,3,120,3,28,1,1,3,8,8,99,1,2,4,04/05/2018
1300,4781,CAROUSELL,6,6,9,8,7,8,1,9,8,7,6,8,6,8,7,7,10,10,8,9,9,9,7,9,10,9,97,2,2, ,1,1,9,7,2,100,3,44,1,3, ,8,7,2,2,2,4,04/05/2018
1301,4786,TAOBAO/TMALL,8,9,7,8,9,8,0,8,8,7,9,9,7,7,9,8,8,9,8,7,9,8,9,7,9,6,8,1,6,Alipay,1,2,9, ,2,150,2,31,1,1,2,6,7,99,1,1,2,04/08/2018
1302,4794,QOO10,7,7,9,8,7,6,0,9,8,9,8,8,7,6,8,7,6,6,7,8,6,9,7,10,9,9,97,2,6,7-11 Store,1,1,7,8,3,40,2,33,3,1,5,7,8,4,2,1,2,04/08/2018
1303,4795,AMAZON,7,8,7,7,8,8,1,8,8,7,9,9,9,7,9,9,9,9,9,8,8,8,7,7,8,7,8,1,6,Amazon Pay,2,2, , ,2,80,1,36,1,1,2,5,6,2,2,1,2,04/08/2018
1304,4802,QOO10,9,8,8,8,8,7,0,9,9,8,9,10,10,8,10,9,97,6,7,8,6,9,97,8,9,7,97,1,1, ,1,1,8,8,1,200,2,35,5,1,3,6,7,2,2,2,2,03/04/2018
1305,4804,FAVE,9,8,8,9,9,8,1,9,9,9,9,8,10,8,10,10,8,10,9,8,9,97,97,8,9,10,97,2,2, ,1,1,7,8,2,300,1,29,5,1,2,5,8,99,1,1,2,03/04/2018
1306,4806,ZALORA,8,8,9,8,6,7,0,8,8,8,7,8,8,8,8,9,8,7,9,7,10,8,9,7,8,8,7,2,1, ,1,2,7, ,1,400,3,48,2,1,3,4,4,2,2,1,2,03/04/2018
1307,4811,TAOBAO/TMALL,8,8,9,8,7,7,0,8,7,7,9,8,7,8,6,8,6,7,7,8,7,9,6,9,8,7,7,1,1, ,1,2,6, ,3,80,1,37,1,6, ,3,4,3,2,1,4,03/09/2018
1308,4818,ZALORA,7,7,7,7,6,6,0,7,7,9,8,9,8,6,7,6,6,8,8,8,7,7,6,6,8,6,97,2,5, ,1,2,8, ,1,180,3,31,1,1,4,6,7,3,2,2,2,2/27/2018
1309,4819,CAROUSELL,6,6,7,8,9,8,1,8,9,7,7,9,8,6,8,8,7,6,7,7,6,7,8,10,8,7,9,2,5, ,1,1,7,6,2,180,3,30,1,1,98,98,8,2,2,1,2,2/27/2018
1310,4820,CAROUSELL,9,7,6,7,8,5,0,7,7,6,8,7,8,6,7,7,8,8,7,8,9,8,7,9,7,8,6,1,2, ,1,1,8,8,1,360,3,29,5,1,4,97,8,99,1,1,2,2/27/2018
1311,4821,CAROUSELL,9,7,9,7,7,6,0,7,9,8,8,7,8,7,8,6,6,9,8,9,8,6,6,8,9,7,7,2,2, ,1,1,7,7,1,320,3,34,2,1,2,4,7,99,1,2,2,2/27/2018
1312,4825,QOO10,6,7,6,7,7,8,0,8,8,9,8,9,8,6,8,7,9,6,7,8,6,8,8,9,10,7,7,1,1, ,1,1,7,9,1,200,2,31,1,1,2,7,6,1,2,1,2,2/28/2018
